Route Code,Destination AD,Fly along,
ZSJN-SARIN-01,LFAT LFPB LFPG LFPO UAAA,TUMLO W157 VYK G212 SOTMU B339 ASILA A575 UPREK W28 ATBUG W66 NUKTI B215 FKG A368 SARIN,
ZSJN-TAMOT-01,VVCR VVDN WADD WAMM WBKK WIDD YMML YSSY,GULEK W4 EKORO W37 OMBEB R473 WYN W18 TAMOT,
ZSJN-TEBAK-01,VTBD VTBS,GULEK W4 EKORO W37 OLMIB W83 GOSMA R343 WUY R474 TEBAK,
ZSNB-ASSAD-01,VTBD VTBS VTBU VTSB VTSG VTSP,SHZ B221 LJG A470 BEBEM R200 BIGRO G221 SAMAS A202 ASSAD,
ZSNB-LAMEN-01,KLAX PAED PANC RJAA RJBB RJCB RJFS RJFU RJGG RJNA RJNS RJOO RJTT RJTY RKPC RKSI RKSM RKSS RKTU ROAH RONA RORS,OVNEV W67 HSN W13 LASAN G327 LAMEN,
ZSNB-LINSO-01,VGHS VYMD VYYY,SHZ G204 UGAGO A470 TOL A599 KAKIS W135 DOGVI W545 VEMEX W73 MADUK W51 LEGIV W164 ADGOL W50 XSH W80 IDGAG A581 QNX W136 XISLI A581 SGM A599 LINSO,
ZSNB-MAGOG-01,RPLL RPMM RPVE RPVK RPVM VDPP VDSA VDSR VDSV VVCR VVDN VVPQ VVTS WADD WAMM WBKK WIHH WIII WMKK WSAP WSSL WSSS YSSY,SHZ B221 LJG A470 MAGOG,
ZSNB-TEBAK-01,VTBD VTBS VTCC VYYY,SHZ G204 ELNEX A599 GYA R474 TEBAK,
ZSNB-TEBAK-02,VVNB,BK W58 SHZ G204 ELNEX A599 GYA R474 TEBAK,
ZSNJ-AGAVO-01,RKSI RKSM RKSS,OF W178 LAGAL W525 HUN W177 YCH W113 IKADI A326 OMLIB W209 AGAVO,
ZSNJ-AGAVO-02,RKPC RKPK RKSI RKSM RKSS,OF W185 YCH W113 IKADI A326 OMLIB W209 AGAVO,
ZSNJ-ARGUK-01,KLAX KMDW KORD PAED PANC,OF A470 DPX A593 DALIM W157 VYK G212 SOTMU B339 HUR B334 TGO G212 ARGUK,
ZSNJ-ASSAD-01,VDSV WSAP WSSL WSSS,TESIG A470 DUBGO W134 ELNEX A599 PLT W19 NOMAR W18 NLG W23 ZUH R200 BIGRO G221 SAMAS A202 ASSAD,
ZSNJ-BISUN-01,UHWW,OF A470 DPX A593 DALIM W157 VYK G212 SOTMU B339 HUR B334 TGO G341 WQG B451 BISUN,
ZSNJ-INTIK-01,UIII,SUNBO W163 HFE B208 HET W32 INTIK,
ZSNJ-KAMUD-01,UTTT,SUNBO W163 HFE W50 XSH W80 WFX W179 OMBON B330 SUNUV W197 ANDIM B215 IBANO G470 AKLAS W192 FKG B215 KABDO W119 LIMDO A468 KAMUD,
ZSNJ-LAMEN-01,CYVR KLAX PAED PANC PGSN RJAA RJAH RJBB RJCB RJCC RJCO RJFF RJGG RJNA RJNS RJOO RJTT RJTY RKPC RKPK RKSI RKSM RKSS ROAH RONA YMML YSSY,ESBAG R343 PK W116 JTN G327 LAMEN,
ZSNJ-LAMEN-02,RJBB RJNS RJOO,OF W185 YCH W113 SOSMA W108 MATNU G455 LAMEN,
ZSNJ-LAMEN-03,RJAA RJAH RJBB RJCC RJCO RJFF RJGG RJNA RJNS RJOO RJTT RJTY ROAH RONA,OF W185 YCH W113 IKADI A326 SURAK G455 LAMEN,
ZSNJ-LINSO-01,VYMD VYYY,SUNBO W163 HFE W50 XSH W80 IDGAG A581 QNX W136 XISLI A581 SGM A599 LINSO,
ZSNJ-MAGOG-01,RPLC RPLI RPLL RPMM RPVE RPVK RPVM WADD WAMM WBKK WMKK WMSA YMML YSSY,TESIG A470 MAGOG,
ZSNJ-NIXAL-01,EBBR EBCI EBLG EDDF EDFH EHAM LEMD LETO ULLI UNNT UUDD UUEE UUMO UUWW UWUU,SUNBO W163 HFE B208 NIXAL,
ZSNJ-POLHO-01,EDDF EFHK LIMB LIMC LIML,OF A470 DPX A593 DALIM W157 VYK G212 SOTMU B339 POLHO,
ZSNJ-SAGAG-01,VTCC,SUNBO W163 HFE W50 XSH W80 IDGAG A581 QNX W136 XISLI A581 SAGAG,
ZSNJ-SARIN-01,LIMB LIMC LIML UAAA,SUNBO W163 HFE W50 XSH W80 WFX W179 OMBON B330 SUNUV W197 ANDIM B215 IBANO G470 AKLAS W192 FKG A368 SARIN,
ZSNJ-TAMOT-01,VDPP VDSA VDSR VVCR VVDN VVTS WSAP WSSL WSSS,TESIG A470 DUBGO W134 ELNEX A599 PLT W19 NOMAR W18 TAMOT,
ZSNJ-TEBAK-01,VDSA VDSR VDSV VTBD VTBS VTSG VTSP VVCI VVNB VVPQ VYYY,SUNBO W163 HFE W50 XSH W80 UDUMI W37 OLMIB W83 GOSMA R343 WUY R474 TEBAK,
ZSNT-LAMEN-01,CYVR RJAA RJBB RJGG RJNA RJOO RJTT RJTY RKPC RKSI RKSM RKSS ROAH RONA,NTG W591 XIREM G330 PK W116 JTN G327 LAMEN,
ZSNT-LINSO-01,VABB VGHS VIDP VYMD,NTG W109 PIKAS G330 UNTAN G345 OLRIS R343 MADUK W51 LEGIV W164 ADGOL W50 XSH W80 IDGAG A581 QNX W136 XISLI A581 SGM A599 LINSO,
ZSNT-MAGOG-01,RPVK VDSV VVCR WSAP WSSL WSSS,NTG W591 XIREM G330 PK W116 JTN A599 NXD W131 AKDIM A470 MAGOG,
ZSNT-TEBAK-01,VDSV VTBD VTBS VTSG VTSP VVNB,NTG W109 PIKAS G330 UNTAN G345 OLRIS R343 MADUK W51 LEGIV W164 ADGOL W50 XSH W80 UDUMI W37 OLMIB W83 GOSMA R343 WUY R474 TEBAK,
ZSOF-LAMEN-01,KLAX PAED PANC RJBB RJGG RJNA RJNS RJOO RKPC RKSI RKSM RKSS,MADUK R343 PK W116 JTN G327 LAMEN,
ZSOF-LINSO-01,VYMD VYYY,IKUBA W50 XSH W80 IDGAG A581 QNX W136 XISLI A581 SGM A599 LINSO,
ZSOF-NIXAL-01,EBBR EBCI EHAM UNNT UUDD UUEE UUMO UUWW,BIPIM B208 NIXAL,
ZSOF-SAGAG-01,VDPP,IKUBA W50 XSH W80 IDGAG A581 QNX W136 XISLI A581 SAGAG,
ZSOF-TAMOT-01,VVCR VVDN WADD WAMM WIDD WMKK WSAP WSSL WSSS,IKUBA W50 XSH W80 UDUMI W37 OMBEB R473 WYN W18 TAMOT,
ZSOF-TEBAK-01,VDSA VDSR VDSV VTBD VTBS VTBU VTCC VTSG VTSP VVNB VYYY,IKUBA W50 XSH W80 UDUMI W37 OLMIB W83 GOSMA R343 WUY R474 TEBAK,
ZSPD-AGAVO-01,KLAX KMDW KORD PAED PANC,SURAK A326 OMLIB W209 AGAVO,
ZSPD-APITO-01,PGSN,BOLEX B591 MIGOL A326 APITO,
ZSPD-ARGUK-01,CYMX CYUL CYVR CYYZ KATL KBFI KBWI KDAL KDCA KDET KDFW KDTW KEWR KHIO KIAD KJFK KLAS KLAX KLGA KMDW KMEM KORD KPAE KPDX KSEA KSFO KSJC KYIP PAED PANC PGSN PHNL,POMOK G330 PIMOL A593 DALIM W157 VYK G212 SOTMU B339 HUR B334 TGO G212 ARGUK,
ZSPD-ARGUK-02,CYEG CYMX CYUL CYVR CYYC CYYZ KATL KBFI KBOS KBWI KDAL KDCA KDET KDFW KDTW KEWR KIAD KJFK KLAS KLAX KLGA KMDW KMEM KORD KPAE KSEA KSFO KSJC KYIP MMTJ PAED PANC PGSN PHNL,SURAK A326 SANKO W107 CHI A588 HRB G212 ARGUK,
ZSPD-ASSAD-01,VCBI VCCC VRMM VTBD VTBS VTBU VTCC VTSB VTSB VTSG VTSP WIHH WIII WMKK WSAP WSSL WSSS YPPH,NXD W131 AKDIM A470 DUBGO W134 ELNEX A599 PLT W19 NOMAR W18 NLG W23 ZUH R200 BIGRO G221 SAMAS A202 ASSAD,
ZSPD-ASSAD-02,VRMM VTBD VTBS VTBU VTSB VTSG VTSP,PONAB W13 BEGMO M503 LAPUG R200 BEBEM A470 MAGOG SIKOU A202 ASSAD,
ZSPD-BISUN-01,UHWW,SURAK A326 SANKO W107 CHI A588 LJB G341 WQG B451 BISUN,
ZSPD-INTIK-01,EBBR EBCI,POMOK G330 PIMOL A593 DALIM W157 VYK G212 SOTMU B339 ASILA A575 INTIK,
ZSPD-KAMUD-01,OIIE OIII OTBD OTHH UAFF UAFU UCFM UTSA UTTT,POMOK G330 PIMOL A593 DALIM W157 VYK G212 SOTMU B339 ASILA A575 UPREK W28 ATBUG W66 NUKTI B215 KABDO W119 LIMDO A468 KAMUD,
ZSPD-LAMEN-01,AYPY CYEG CYMX CYUL CYVR CYYC CYYZ KATL KBFI KBOS KCVG KDAL KDET KDFW KDTW KEWR KJFK KLAS KLAX KLGA KLUK KMDW KMEM KOAK KORD KPAE KPTK KSEA KSFO KSJC KYIP MMMX MMSD MMTJ MMTJ NZAA PAED PANC PGSN PGUA PGUM PHNL RJAA RJAH RJBB RJCA RJCB RJCC RJCH RJCK RJCO RJEC RJFF RJFK RJFO RJFR RJFS RJFT RJFU RJGG RJNA RJNK RJNS RJNT RJOA RJOB RJOH RJOM RJOO RJOT RJSA RJSF RJSI RJSN RJSS RJTT RJTY RKJB RKJJ RKNY RKNY RKPC RKPK RKSI RKSM RKSS RKTN RKTU ROAH RONA RORS UHHH UHWW YBBN YBCS YMML YSSY,BONGI G327 LAMEN,
ZSPD-LAMEN-02,AYPY CYEG CYMX CYUL CYVR CYYC CYYZ KATL KBFI KBOS KCVG KDAL KDET KDFW KDTW KEWR KJFK KLAS KLAX KLGA KLUK KMDW KMEM KOAK KORD KPAE KPTK KSEA KSFO KSJC KYIP MMMX MMSD MMTJ MMTJ NZAA PAED PANC PGSN PGUA PGUM PHNL RJAA RJAH RJBB RJCA RJCB RJCC RJCH RJCK RJCO RJEC RJFF RJFK RJFO RJFR RJFS RJFT RJFU RJGG RJNA RJNK RJNS RJNT RJOA RJOB RJOH RJOM RJOO RJOT RJSA RJSF RJSI RJSN RJSS RJTT RJTY RKJB RKJJ RKNY RKNY RKPC RKPK RKSI RKSM RKSS RKTN RKTU ROAH RONA RORS UHHH UHWW YBBN YBCS YMML YSSY,EMSAN G455 LAMEN,
ZSPD-LINSO-01,HAAB HEGN HESN HKJK OBBI OBBS OEDF OEJN OERK OERY OIIE OIII OMAA OMAD OMDB OMDW OMSJ OPLA OTBD OTHH VABB VCBI VCCC VECC VGHS VIDP VNKT VOBG VOBL VOMM VRMM VYMD VYYY,POMOK G330 UNTAN G345 OLRIS R343 MADUK W51 LEGIV W164 ADGOL W50 XSH W80 IDGAG A581 QNX W136 XISLI A581 SGM A599 LINSO,
ZSPD-LINSO-02,HECA OPKC,NXD W131 AKDIM A470 DUBGO W134 ELNEX A599 LINSO,
ZSPD-MAGOG-01,AYPY FIMP NZAA RPLB RPLC RPLI RPLL RPMM RPVK RPVM VCRI VDPP VDSA VDSR VRMM VTBD VTBS VTCA VTCC VTCT VTSP VVCR VVDN VVNB VVPQ VVTS WADD WBGG WBKK WBSB WIHH WIII WMKJ WMKK WMKP WSAP WSSL WSSS YBBN YBCS YMML YPPH YSSY,PONAB W13 BEGMO M503 LAPUG R200 BEBEM A470 MAGOG,
ZSPD-MAGOG-02,FIMP FIMP NZAA RPLB RPLC RPLI RPLL RPMM RPSP RPVE RPVK RPVM VDSV VVDN WADD WAMM WBGG WBKK WBSB WIDD WMKK WMKP YBCS YMML YSSY,PONAB W13 BEGMO W117 DST B221 LJG A470 MAGOG,
ZSPD-NIXAL-01,EBBR EBCI EBLG EDAC EDDF EDDH EDDL EDDM EDDP EDFH EDHI EDOP EETN EFHK EGAE EGCC EGGW EGKK EGLL EGPH EGSS EHAM EKCH EKRK ELLX EPWA ESKN ESOW ESSA ESSB EYKA LEBL LEMD LETO LFAT LFPB LFPG LFPO LGAV LHBP LIMB LIMC LIML LIPO LIPZ LIRA LIRF LKPR LOWW LSGG LSZH LTBA LTFJ UEEE UIBB UKBB UKBU UKKK UKKM ULLI UNKL UNNT USSS UUDD UUEE UUMO UUWW UWUU ZMUB,POMOK G330 UNTAN G345 OLRIS R343 HFE B208 NIXAL,
ZSPD-POLHO-01,CYMX CYUL CYVR CYYZ EBLG EDAC EDDF EDDM EDDP EFHK EGAE EGGW EGKK EGLL EGPH EGSS EHAM EKCH EKRK ESKN ESOW ESSA ESSB KATL KBFI KBOS KBWI KDAL KDCA KDET KDFW KDTW KEWR KHIO KIAD KJFK KLAS KLAX KLGA KMDW KMEM KORD KPAE KPDX KSEA KSFO KSJC KYIP LEMD LETO LEZG LFAT LFPB LFPG LFPO LHBP LIRA LIRF LKPR LOWW LSZH PAED PANC PGSN PHNL UIII UIUU ULLI UUDD UUEE UUMO UUWW ZMUB,POMOK G330 PIMOL A593 DALIM W157 VYK G212 SOTMU B339 POLHO,
ZSPD-PURPA-01,OAIX OAKN OTBD OTHH,POMOK G330 PIMOL A593 DALIM W157 VYK G212 SOTMU B339 ASILA A575 UPREK W28 ATBUG W66 NUKTI B215 IBANO W187 TUSLI W112 PURPA,
ZSPD-PURPA-02,OAIX OAKN OTBD OTHH,POMOK G330 PIMOL A593 DALIM W157 VYK G212 SOTMU B339 ASILA A575 UPREK W28 ATBUG W66 NUKTI B215 IBANO W187 MAGIV B215 PURPA,
ZSPD-RULAD-01,OIIE OIII UAAA UAFF UAFU UCFM UTTT,POMOK G330 PIMOL A593 DALIM W157 VYK G212 SOTMU B339 ASILA A575 UPREK W28 ATBUG W66 NUKTI B215 KABDO W119 GOBOK A343 RULAD,
ZSPD-SARIN-01,EBBR EBCI EBLG EDAC EDDF EDDM EDDP EDFH EFHK EGAE EGGW EGKK EGLL EGSS EKCH EKRK ELLX HECA LFAT LFPB LFPG LFPO LIMB LIMC LIML LLBG LOWW LSZH LTBA LTFJ UACC UAKK UATG UBBB UGTB,POMOK G330 PIMOL A593 DALIM W157 VYK G212 SOTMU B339 ASILA A575 UPREK W28 ATBUG W66 NUKTI B215 FKG A368 SARIN,
ZSPD-SIMLI-01,CYMX CYUL CYVR CYYZ KATL KBFI KBWI KDAL KDCA KDET KDFW KDTW KEWR KHIO KIAD KJFK KLAX KLGA KMDW KMEM KORD KPAE KPDX KSEA KSFO KSJC KYIP PAED PANC PGSN PHNL,POMOK G330 PIMOL A593 DALIM W157 VYK G212 SOTMU B339 HUR B334 TGO G212 HRB A588 SIMLI,
ZSPD-SIMLI-02,CYEG CYMX CYUL CYVR CYYZ KATL KBFI KBOS KDAL KDET KDFW KDTW KEWR KJFK KLAX KLGA KMDW KORD KPAE KSEA KSFO KSJC KYIP PAED PANC,SURAK A326 SANKO W107 CHI A588 SIMLI,
ZSPD-TAMOT-01,VDPP VDSA VDSR VDSV VVCR VVDN VVPQ VVTS WADD WBSB WIHH WIII WSAP WSSL WSSS,NXD W131 AKDIM A470 DUBGO W134 ELNEX A599 PLT W19 NOMAR W18 TAMOT,
ZSPD-TEBAK-01,VCRI VLVT VRMM VTBD VTBS VTCA VTCC VTCT VTSM VTSP VVNB,POMOK G330 UNTAN G345 OLRIS R343 MADUK W51 LEGIV W164 ADGOL W50 XSH W80 UDUMI W37 OLMIB W83 GOSMA R343 WUY R474 TEBAK,
ZSPD-TELOK-01,EDDF EDDM EGAE EGGW EGKK EGLL EGSS LOWW LSZH,SURAK A326 SANKO W107 CHI A588 BIDIB A345 TELOK,
ZSPD-TOMUK-01,UHWW ZKPY,SURAK A326 SANKO B332 TOMUK,
ZSQD-AGAVO-01,CYVR KLAX KSFO PAED PANC RJAA RJBB RJCH RJFF RJGG RJNA RJOO RJTT RJTY RKPK RKSI RKSM RKSS RKTU,LATUX W209 AGAVO,
ZSQD-ARGUK-01,CYVR KLAX,TEKAM W172 IGDEG W173 NIXEP W8 DOBGA W202 UDETI A588 HRB G212 ARGUK,
ZSQD-LAMEN-01,ROAH RONA,LATUX W108 MATNU G455 LAMEN,
ZSQD-MAGOG-01,WSAP WSSL WSSS,LATUX W108 MATNU W115 PINOT W13 BEGMO M503 LAPUG R200 BEBEM A470 MAGOG,
ZSQD-MAGOG-02,VDSA VDSR VVCR WMKK WSAP WSSL WSSS YMML YSSY,LATUX W108 MATNU W115 PINOT W13 BEGMO W117 DST B221 LJG A470 MAGOG,
ZSQD-POLHO-01,EGAE EGGW EGKK EGLL EGSS LEMD LETO UUDD UUEE UUMO UUWW,TEKAM W4 HCH W200 DOVIV W55 PAMRU W34 LADIX B339 POLHO,
ZSQD-SIMLI-01,CYYZ,TEKAM W172 IGDEG W173 NIXEP W8 DOBGA W202 UDETI A588 SIMLI,
ZSQZ-MAGOG-01,RPLL RPMM,NUSPA W597 IKATA A470 MAGOG,
ZSSH-LAMEN-01,RJAH RJNS RKPC,HUN W525 LAGAL A593 PK W116 JTN G327 LAMEN,
ZSSH-LAMEN-02,RJBB RJOO,HUN W525 LAGAL A593 NIXEM W185 YCH W113 SOSMA W108 MATNU G455 LAMEN,
ZSSH-MAGOG-01,VVCR,HUN W525 LAGAL W178 OF A470 MAGOG,
ZSSH-TAMOT-01,VVCR VVDN,HUN W525 LAGAL W178 OF W95 NOBEM W73 MADUK W51 LEGIV W164 ADGOL W50 XSH W80 UDUMI W37 OMBEB R473 WYN W18 TAMOT,
ZSSH-TEBAK-01,VDSA VDSR VTBD VTBS VTSG VTSP,HUN W525 LAGAL W178 OF W95 NOBEM W73 MADUK W51 LEGIV W164 ADGOL W50 XSH W80 UDUMI W37 OLMIB W83 GOSMA R343 WUY R474 TEBAK,
ZSSS-ARGUK-01,CYVR CYYZ KBFI KEWR KJFK KLAX KLGA KPAE KSEA KSFO PAED PANC,POMOK G330 PIMOL A593 DALIM W157 VYK G212 SOTMU B339 HUR B334 TGO G212 ARGUK,
ZSSS-ASSAD-01,VTBD VTBS VTBU VTSB VTSG,NXD W131 AKDIM A470 DUBGO W134 ELNEX A599 PLT W19 NOMAR W18 NLG W23 ZUH R200 BIGRO G221 SAMAS A202 ASSAD,
ZSSS-LAMEN-01,CYVR CYYZ KBFI KEWR KJFK KLAX KLGA KPAE KSEA KSFO PAED PANC PGSN RJAA RJAH RJBB RJCA RJCC RJCO RJEC RJFF RJFK RJFO RJFS RJFT RJFU RJGG RJNA RJOA RJOH RJOO RJOT RJSN RJTT RJTY RKJJ RKNY RKPC RKPK RKSI RKSM RKSS RKTU ROAH RONA,BONGI G327 LAMEN,
ZSSS-LAMEN-02,CYVR CYYZ KBFI KEWR KJFK KLAX KLGA KPAE KSEA KSFO PAED PANC PGSN RJAA RJAH RJBB RJCA RJCC RJCO RJEC RJFF RJFK RJFO RJFS RJFT RJFU RJGG RJNA RJOA RJOH RJOO RJOT RJSN RJTT RJTY RKJJ RKNY RKPC RKPK RKSI RKSM RKSS RKTU ROAH RONA,EMSAN G455 LAMEN,
ZSSS-LINSO-01,OMAA OMAD VCBI VCCC VGHS VIDP VNKT VYYY,POMOK G330 UNTAN G345 OLRIS R343 MADUK W51 LEGIV W164 ADGOL W50 XSH W80 IDGAG A581 QNX W136 XISLI A581 SGM A599 LINSO,
ZSSS-LINSO-02,OPKC,NXD W131 AKDIM A470 DUBGO W134 ELNEX A599 LINSO,
ZSSS-MAGOG-01,RPLB RPLL RPMM RPVK RPVM WADD WBKK WMKK YSSY,NXD W131 AKDIM A470 MAGOG,
ZSSS-NIXAL-01,EBBR EBCI EGAE EGGW EGKK EGLL EGSS EHAM LFAT LFPB LFPG LFPO LOWW UNNT UUDD UUEE UUMO UUWW,POMOK G330 UNTAN G345 OLRIS R343 HFE B208 NIXAL,
ZSSS-POLHO-01,CYVR CYYZ KBFI KEWR KJFK KLAX KLGA KPAE KSEA KSFO PAED PANC,POMOK G330 PIMOL A593 DALIM W157 VYK G212 SOTMU B339 POLHO,
ZSSS-PURPA-01,OBBI OBBS,POMOK G330 PIMOL A593 DALIM W157 VYK G212 SOTMU B339 ASILA A575 UPREK W28 ATBUG W66 NUKTI B215 IBANO W187 MAGIV B215 PURPA,
ZSSS-PURPA-02,OBBI OBBS,POMOK G330 PIMOL A593 DALIM W157 VYK G212 SOTMU B339 ASILA A575 UPREK W28 ATBUG W66 NUKTI B215 IBANO W187 TUSLI W112 PURPA,
ZSSS-SARIN-01,UTTT,POMOK G330 PIMOL A593 DALIM W157 VYK G212 SOTMU B339 ASILA A575 UPREK W28 ATBUG W66 NUKTI B215 FKG A368 SARIN,
ZSSS-SIMLI-01,CYVR CYYZ KBFI KEWR KJFK KLAX KLGA KPAE KSEA KSFO PAED PANC,POMOK G330 PIMOL A593 DALIM W157 VYK G212 SOTMU B339 HUR B334 TGO G212 HRB A588 SIMLI,
ZSSS-TAMOT-01,VDPP VDSA VDSR VVCR VVDN VVTS WSAP WSSL WSSS,NXD W131 AKDIM A470 DUBGO W134 ELNEX A599 PLT W19 NOMAR W18 TAMOT,
ZSSS-TEBAK-01,VTBD VTBS VTCC VTSP VVNB,POMOK G330 UNTAN G345 OLRIS R343 MADUK W51 LEGIV W164 ADGOL W50 XSH W80 UDUMI W37 OLMIB W83 GOSMA R343 WUY R474 TEBAK,
ZSTX-LAMEN-01,RKSI RKSM RKSS,TXN G204 ELNEX A599 JTN G327 LAMEN,
ZSTX-MAGOG-01,VVTS,TXN G204 UGAGO A470 MAGOG,
ZSTX-TEBAK-01,VTBD VTBS VVNB,TXN G204 ELNEX A599 GYA R474 TEBAK,
ZSWH-AGAVO-01,RKSI RKSM RKSS,WEH W4 IKEKA A591 AGAVO,
ZSWZ-ASSAD-01,VDSV VLVT VTBD VTBS VTCC VTSB VTSG,DST B221 LJG A470 BEBEM R200 BIGRO G221 SAMAS A202 ASSAD,
ZSWZ-ASSAD-02,VTBD VTBS VTSB VTSG,DST B221 LJG A470 MAGOG SIKOU A202 ASSAD,
ZSWZ-LAMEN-01,RJAA RJBB RJCK RJGG RJNA RJNS RJOO RJTT RJTY RKPC RKSI RKSM RKSS,DST B221 SHZ G204 AND B221 NINAS G327 LAMEN,
ZSWZ-LAMEN-02,RJCC RJCO,DST W117 BEGMO W13 LASAN G327 LAMEN,
ZSWZ-MAGOG-01,RPLL RPMM RPVK VDPP VDSA VDSR VDSV VTBD VTBS VVCR VVDN WADD WAMM,DST B221 LJG A470 MAGOG,
ZSWZ-NIXAL-01,UUDD UUEE UUMO UUWW,DST R596 BZ A470 EMRID W135 DOGVI W545 VEMEX W163 HFE B208 NIXAL,
ZSXZ-AGAVO-01,RKSI RKSM RKSS,DO W125 OMUDI W177 YCH W113 IKADI A326 OMLIB W209 AGAVO,
ZSXZ-LAMEN-01,RJBB RJGG RJNA RJOO RKPC,DO W125 OMUDI A593 PK W116 JTN G327 LAMEN,
ZSXZ-LINSO-01,VYMD VYYY,ATVIM W127 HFE W50 XSH W80 IDGAG A581 QNX W136 XISLI A581 SGM A599 LINSO,
ZSXZ-MAGOG-01,VVCR,DO W126 DPX A470 MAGOG,
ZSXZ-TAMOT-01,VVCR VVDN WSAP WSSL WSSS,DO W126 DPX A470 DUBGO W134 ELNEX A599 PLT W19 NOMAR W18 TAMOT,
ZSXZ-TEBAK-01,VDSA VDSR VTBD VTBS VTSG VTSP VVNB,ATVIM W127 HFE W50 XSH W80 UDUMI W37 OLMIB W83 GOSMA R343 WUY R474 TEBAK,
ZSYA-AGAVO-01,RKSI RKSM RKSS,NIXEM W185 YCH W113 IKADI A326 OMLIB W209 AGAVO,
ZSYA-LAMEN-01,RJAA RJAH RJBB RJCC RJCO RJGG RJNA RJOO RJTT RJTY RKPC RKSI RKSM RKSS RORS,PIMOL A593 PK W116 JTN G327 LAMEN,
ZSYA-LINSO-01,VYMD VYYY,PIMOL W184 ZJ G345 OLRIS R343 MADUK W51 LEGIV W164 ADGOL W50 XSH W80 IDGAG A581 QNX W136 XISLI A581 SGM A599 LINSO,
ZSYA-TAMOT-01,VVCR,PIMOL W184 ZJ G345 OLRIS A470 DUBGO W134 ELNEX A599 PLT W19 NOMAR W18 TAMOT,
ZSYA-TEBAK-01,VDPP VDSA VDSR VLLB VLVT VTBD VTBS,PIMOL W184 ZJ G345 OLRIS R343 MADUK W51 LEGIV W164 ADGOL W50 XSH W80 UDUMI W37 OLMIB W83 GOSMA R343 WUY R474 TEBAK,
ZSYN-AGAVO-01,RKSI RKSM RKSS,YCH W113 IKADI A326 OMLIB W209 AGAVO,
ZSYT-AGAVO-01,KLAX RJAA RJBB RJCC RJCO RJFF RJGG RJNA RJNS RJOO RJTT RJTY RKNY RKPC RKPK RKSI RKSM RKSS RKTN RKTU,FZ W4 IKEKA A591 AGAVO,
ZSYT-LINSO-01,VYMD,HCH W4 EKORO W37 DUBAS R343 WHA A581 QNX W136 XISLI A581 SGM A599 LINSO,
ZSYT-MAGOG-01,VVCR VVDN,FZ W4 IKEKA A326 AKARA A593 PUD A599 NXD W131 AKDIM A470 MAGOG,
ZSYT-POLHO-01,EBLG,HCH W200 DOVIV W55 PAMRU W34 LADIX B339 POLHO,
ZUCK-AGAVO-01,RKSI RKSM RKSS,SOSLI W4 LIMGI W175 AVKES G212 VYK W34 VAPGU W100 ORAVA W201 UNSEK A326 DONVO G597 AGAVO,
ZUCK-ARGUK-01,CYVR KLAX KSFO PAED PANC,SOSLI W4 LIMGI W175 AVKES G212 SOTMU B339 HUR B334 TGO G212 ARGUK,
ZUCK-KAMUD-01,UTTT,PINAB W80 WFX W179 OMBON B330 SUNUV W197 ANDIM B215 TODOD W112 TUSLI W187 SADAN W186 KAMUD,
ZUCK-KATBO-01,VVCR VVDN VVNB VVPQ,UNRIX W180 BONSA W91 IDSID W30 XFA A581 SGM A599 ADBAG R471 KATBO,
ZUCK-LAMEN-01,CYVR KLAX KSFO PAED PANC PGSN RJAA RJBB RJFU RJGG RJNA RJNS RJOO RJTT RJTY RKJB RKPC RKPK RKSI RKSM RKSS RKTN RKTU ROAH RONA UHHH,GUTVI B213 WHA R343 PK W116 JTN G327 LAMEN,
ZUCK-LINSO-01,HAAB OMDB OMDW OMSJ OTBD OTHH VABB VCBI VCCC VECC VGHS VIDP VNKT VOBG VOBL VOMM VRMM VYMD VYNT VYYY,UNRIX W180 BONSA W91 IDSID W30 XFA A581 SGM A599 LINSO,
ZUCK-MORIT-01,EBLG EDDF EDFH EFHK EGAE EGCC EGGW EGKK EGLL EGSS EHAM ELLX ENFB ENGM KEWR KJFK KLGA LFAT LFPB LFPG LFPO LHBP LIRA LIRF UIII ULLI UNKL UNNT USSS UUDD UUEE UUMO UUWW,PINAB W80 WFX W179 OMBON B330 MORIT,
ZUCK-PURPA-01,OMDB OMDW,PINAB W80 WFX W179 OMBON B330 SUNUV W197 ANDIM B215 NIXUK W621 DNH W187 MAGIV B215 PURPA,
ZUCK-RULAD-01,UAAA,PINAB W80 WFX W179 OMBON B330 SUNUV W197 ANDIM B215 IBANO G470 AKLAS W192 FKG B215 KABDO W119 GOBOK A343 RULAD,
ZUCK-SAGAG-01,VDPP VDSA VDSR VDSV VLLB VLVT VTBD VTBS VTBU VTCA VTCC VTCT VTSB VTSG VTSM VTSP VYYY WIDD WMKJ WMKK WMKL WMKP WSAP WSSL WSSS,UNRIX W180 BONSA W91 IDSID W30 XFA A581 SAGAG,
ZUCK-SARIN-01,EBBR EBCI EBLG EDDF EDDL EDDM EDFH EGAE EGCC EGGD EGGW EGKK EGLL EGSS EHAM ELLX ENFB ENGM LEMD LETO LFAT LFPB LFPG LFPO LHBP LIRA LIRF LKPR LLBG LOWW LTBA LTFJ ULLI UUDD UUEE UUMO UUWW,PINAB W80 WFX W179 OMBON B330 SUNUV W197 ANDIM B215 IBANO G470 AKLAS W192 FKG A368 SARIN,
